players_ID,team_ID,name,position,field_position,Age,Nat,Height,foot,dt_joined,prev_team,contract_expires,market_value,player_page
1400,47,Cesar Montes,Centre-Back,DEF,23,Mexico,1.95,right,2015-07-01,CF Monterrey U20,2022-12-31,5.9,https://www.transfermarkt.com/cesar-montes/profil/spieler/387687
1401,47,Sebastian Vegas,Centre-Back,DEF,23,Chile,1.83,left,2020-07-14,Mazatlan FC,,4.13,https://www.transfermarkt.com/sebastian-vegas/profil/spieler/288609
1402,47,Nicolas Sanchez,Centre-Back,DEF,34,Argentina,1.85,right,2017-01-01,Racing Club,2021-12-31,1.42,https://www.transfermarkt.com/nicolas-sanchez/profil/spieler/58911
1403,47,Juan Portales,Centre-Back,DEF,24,Mexico,1.83,right,2017-07-01,CF Monterrey II,2022-06-30,0.35,https://www.transfermarkt.com/juan-portales/profil/spieler/334499
1404,47,Daniel Parra,Left-Back,DEF,21,Mexico,1.75,-,2020-07-01,CF Monterrey U20,,0.0,https://www.transfermarkt.com/daniel-parra/profil/spieler/370869
1405,47,Stefan Medina,Right-Back,DEF,28,Colombia,1.79,right,2014-07-01,Atletico Nacional,2021-12-31,4.13,https://www.transfermarkt.com/stefan-medina/profil/spieler/131093
1406,47,Miguel Layun,Right-Back,DEF,32,Mexico,1.78,-,2019-01-30,Villarreal CF,2021-12-31,2.36,https://www.transfermarkt.com/miguel-layun/profil/spieler/58576
1407,47,Edson Gutierrez,Right-Back,DEF,24,Mexico,1.71,right,2018-07-01,Celaya FC,2023-06-30,0.71,https://www.transfermarkt.com/edson-gutierrez/profil/spieler/270145
1408,47,Jonathan Gonzalez,Defensive Midfield,MID,21,Mexico,1.7,right,2017-07-01,CF Monterrey U20,2022-06-30,2.95,https://www.transfermarkt.com/jonathan-gonzalez/profil/spieler/332764
1409,47,Celso Ortiz,Defensive Midfield,MID,31,Paraguay,1.74,left,2016-07-01,AZ Alkmaar,2021-06-30,2.83,https://www.transfermarkt.com/celso-ortiz/profil/spieler/125250
1410,47,Matias Kranevitter,Defensive Midfield,MID,27,Argentina,1.78,right,2020-01-24,Zenit St. Petersburg,2023-12-31,2.6,https://www.transfermarkt.com/matias-kranevitter/profil/spieler/240900
1411,47,Eric Cantu,Defensive Midfield,MID,21,Mexico,1.71,right,2019-07-01,CF Monterrey U20,2023-06-30,0.59,https://www.transfermarkt.com/eric-cantu/profil/spieler/571991
1412,47,Carlos Rodriguez,Central Midfield,MID,23,Mexico,1.73,right,2018-07-01,CF Monterrey II,2023-06-30,8.85,https://www.transfermarkt.com/carlos-rodriguez/profil/spieler/534620
1413,47,Maximiliano Meza,Attacking Midfield,MID,27,Argentina,1.81,right,2019-01-01,Club Atletico Independiente,2023-12-31,8.85,https://www.transfermarkt.com/maximiliano-meza/profil/spieler/282476
1414,47,Arturo Gonzalez,Attacking Midfield,MID,25,Mexico,1.75,left,2016-07-01,Atlas Guadalajara,2022-06-30,1.42,https://www.transfermarkt.com/arturo-gonzalez/profil/spieler/185012
1415,47,Jesus Gallardo,Left Winger,ATT,25,Mexico,1.76,left,2018-07-01,UNAM Pumas,2023-06-30,5.9,https://www.transfermarkt.com/jesus-gallardo/profil/spieler/344854
1416,47,Aviles Hurtado,Left Winger,ATT,33,Colombia,1.71,right,2017-07-01,Club Tijuana,,1.77,https://www.transfermarkt.com/aviles-hurtado/profil/spieler/148713
1417,47,Dorlan Pabon,Right Winger,ATT,32,Colombia,1.68,right,2014-07-01,Valencia CF,2022-06-30,2.83,https://www.transfermarkt.com/dorlan-pabon/profil/spieler/74667
1418,47,Rogelio Funes Mori,Centre-Forward,ATT,29,Argentina,1.86,right,2015-07-01,SL Benfica,2022-12-31,7.67,https://www.transfermarkt.com/rogelio-funes-mori/profil/spieler/135082
1419,47,Vincent Janssen,Centre-Forward,ATT,26,Netherlands,1.83,left,2019-07-23,Tottenham Hotspur,2024-06-30,7.67,https://www.transfermarkt.com/vincent-janssen/profil/spieler/207015
1420,47,Ake Loba,Centre-Forward,ATT,22,Cote d'Ivoire,1.8,right,2020-01-08,Universidad San Martin de Porres,2024-12-31,4.72,https://www.transfermarkt.com/ake-loba/profil/spieler/515512
1421,47,Adam Bareiro,Centre-Forward,ATT,24,Paraguay,1.84,right,2019-01-01,Club Nacional Asuncion,,1.42,https://www.transfermarkt.com/adam-bareiro/profil/spieler/514120
1422,48,Nahuel Guzman,Goalkeeper,GLK,34,Argentina,1.93,right,2014-07-04,Club Atletico Newell's Old Boys,2021-06-30,2.36,https://www.transfermarkt.com/nahuel-guzman/profil/spieler/87859
1423,48,Miguel Ortega,Goalkeeper,GLK,25,Mexico,1.93,right,2017-07-01,Tigres UANL Premier,2021-06-30,0.12,https://www.transfermarkt.com/miguel-ortega/profil/spieler/465647
1424,48,Carlos Salcedo,Centre-Back,DEF,26,Mexico,1.84,right,2019-01-22,Eintracht Frankfurt,2022-12-31,5.9,https://www.transfermarkt.com/carlos-salcedo/profil/spieler/256866
1425,48,Diego Reyes,Centre-Back,DEF,27,Mexico,1.9,right,2019-08-26,Fenerbahce SK,2022-06-30,1.89,https://www.transfermarkt.com/diego-reyes/profil/spieler/131090
1426,48,Hugo Ayala,Centre-Back,DEF,33,Mexico,1.87,right,2010-07-01,Atlas Guadalajara,2022-06-30,1.65,https://www.transfermarkt.com/hugo-ayala/profil/spieler/52965
1427,48,Francisco Meza,Centre-Back,DEF,28,Colombia,1.84,right,2015-07-01,Independiente Santa Fe,2021-06-30,1.42,https://www.transfermarkt.com/francisco-meza/profil/spieler/188491
1428,48,Francisco Venegas,Centre-Back,DEF,22,Mexico,1.84,left,2019-01-01,CF Pachuca U20,2022-12-31,0.71,https://www.transfermarkt.com/francisco-venegas/profil/spieler/400208
1429,48,Juan Sanchez,Centre-Back,DEF,22,Mexico,1.87,right,2018-07-01,Tigres UANL U20,2021-06-30,0.35,https://www.transfermarkt.com/juan-sanchez/profil/spieler/553816
1430,48,Eduardo Tercero,Centre-Back,DEF,24,Mexico,1.82,right,,N.A.,2022-06-30,0.35,https://www.transfermarkt.com/eduardo-tercero/profil/spieler/480892
1431,48,Jorge Torres,Left-Back,DEF,32,Mexico,1.82,left,2010-07-01,Atlas Guadalajara,2021-06-30,1.77,https://www.transfermarkt.com/jorge-torres/profil/spieler/58642
1432,48,Luis Rodriguez,Right-Back,DEF,29,Mexico,1.75,right,2016-07-01,Chiapas FC,2020-06-30,3.3,https://www.transfermarkt.com/luis-rodriguez/profil/spieler/141103
1433,48,Guido Pizarro,Defensive Midfield,MID,30,Argentina,1.86,right,2018-07-01,Sevilla FC,2021-06-30,7.08,https://www.transfermarkt.com/guido-pizarro/profil/spieler/105899
1434,48,Rafael Carioca,Defensive Midfield,MID,31,Brazil,1.79,right,2017-08-25,Clube Atletico Mineiro,2023-06-30,4.13,https://www.transfermarkt.com/rafael-carioca/profil/spieler/67917
1435,48,Jesus Duenas,Defensive Midfield,MID,31,Mexico,1.75,right,2011-07-01,Tigres UANL U20,2021-12-31,2.83,https://www.transfermarkt.com/jesus-duenas/profil/spieler/67646
1436,48,Jordan Sierra,Central Midfield,MID,23,Ecuador,1.69,right,2018-01-10,Delfin SC,2020-12-31,2.95,https://www.transfermarkt.com/jordan-sierra/profil/spieler/332829
1437,48,Leonardo Fernandez,Attacking Midfield,MID,21,Uruguay,1.66,left,2019-07-01,CA Fenix,2024-06-30,8.85,https://www.transfermarkt.com/leonardo-fernandez/profil/spieler/375610
1438,48,Javier Aquino,Left Winger,ATT,30,Mexico,1.67,right,2015-07-01,Villarreal CF,2020-12-31,4.13,https://www.transfermarkt.com/javier-aquino/profil/spieler/111082
1439,48,Ulises Cardona,Left Winger,ATT,21,Mexico,1.77,left,2020-07-01,Atlas Guadalajara,2022-06-30,0.94,https://www.transfermarkt.com/ulises-cardona/profil/spieler/549789
1440,48,Nicolas Lopez,Right Winger,ATT,26,Uruguay,1.78,left,2020-01-01,Sport Club Internacional,2023-12-31,4.72,https://www.transfermarkt.com/nicolas-lopez/profil/spieler/185593
1441,48,Luis Quinones,Right Winger,ATT,29,Colombia,1.78,left,2015-07-01,Independiente Santa Fe,2020-12-31,4.13,https://www.transfermarkt.com/luis-quinones/profil/spieler/227404
1442,48,Jeison Lucumi,Right Winger,ATT,25,Colombia,1.77,right,2019-06-30,Atletico Nacional,,1.42,https://www.transfermarkt.com/jeison-lucumi/profil/spieler/352567
1443,48,Raymundo Fulgencio,Right Winger,ATT,20,Mexico,1.76,right,2020-07-01,Tigres UANL U20,2022-06-30,0.0,https://www.transfermarkt.com/raymundo-fulgencio/profil/spieler/600905
1444,48,Eduardo Vargas,Second Striker,ATT,30,Chile,1.74,right,2017-01-30,TSG 1899 Hoffenheim,2020-12-31,3.78,https://www.transfermarkt.com/eduardo-vargas/profil/spieler/89718
1445,48,Andre-Pierre Gignac,Centre-Forward,ATT,34,France,1.87,right,2015-07-01,Olympique Marseille,2021-06-30,2.83,https://www.transfermarkt.com/andre-pierre-gignac/profil/spieler/43907
1446,48,Julian Quinones,Centre-Forward,ATT,23,Colombia,1.78,right,2016-07-01,Tigres UANL U20,2023-06-30,2.83,https://www.transfermarkt.com/julian-quinones/profil/spieler/416090
1447,49,Guillermo Ochoa,Goalkeeper,GLK,35,Mexico,1.83,right,2019-08-06,Standard Liege,2023-06-30,2.36,https://www.transfermarkt.com/guillermo-ochoa/profil/spieler/29559
1448,49,Oscar Jimenez,Goalkeeper,GLK,31,Mexico,1.83,right,2017-01-01,Chiapas FC,2022-12-31,0.47,https://www.transfermarkt.com/oscar-jimenez/profil/spieler/125275
1449,49,Bruno Valdez,Centre-Back,DEF,27,Paraguay,1.81,right,2016-07-01,Club Cerro Porteno,2023-06-30,5.9,https://www.transfermarkt.com/bruno-valdez/profil/spieler/335768
1450,49,Emanuel Aguilera,Centre-Back,DEF,31,Argentina,1.87,right,2018-01-01,Club Tijuana,2020-12-31,2.36,https://www.transfermarkt.com/emanuel-aguilera/profil/spieler/123015
1451,49,Sebastian Caceres,Centre-Back,DEF,20,Uruguay,1.83,right,2020-01-15,Liverpool FC Montevideo,2024-12-31,2.12,https://www.transfermarkt.com/sebastian-caceres/profil/spieler/532389
1452,49,Luis Reyes,Left-Back,DEF,29,Mexico,1.81,left,2018-07-01,Atlas Guadalajara,,2.12,https://www.transfermarkt.com/luis-reyes/profil/spieler/264133
1453,49,Adrian Goransch,Left-Back,DEF,21,Germany,1.75,left,2020-01-01,VfL Wolfsburg II,,0.06,https://www.transfermarkt.com/adrian-goransch/profil/spieler/390461
1454,49,Jorge Sanchez,Right-Back,DEF,22,Mexico,1.75,right,2018-07-01,Santos Laguna,2021-06-30,3.54,https://www.transfermarkt.com/jorge-sanchez/profil/spieler/356044
1455,49,Paul Aguilar,Right-Back,DEF,34,Mexico,1.79,right,2011-07-01,CF Pachuca,2020-12-31,1.18,https://www.transfermarkt.com/paul-aguilar/profil/spieler/52606
1456,49,Santiago Caseres,Defensive Midfield,MID,23,Argentina,1.8,right,2020-01-29,Villarreal CF,2020-12-31,5.66,https://www.transfermarkt.com/santiago-caseres/profil/spieler/466298
1457,49,Fernando Gonzalez,Defensive Midfield,MID,26,Mexico,1.75,left,2019-07-01,Club Necaxa,2022-06-30,2.95,https://www.transfermarkt.com/fernando-gonzalez/profil/spieler/274963
1458,49,Richard Sanchez,Central Midfield,MID,24,Paraguay,1.73,right,2019-08-25,Olimpia Asuncion,2024-06-30,4.13,https://www.transfermarkt.com/richard-sanchez/profil/spieler/542344
1459,49,Emilio Sanchez,Central Midfield,MID,26,Mexico,1.85,right,2015-07-01,America Premier,,0.83,https://www.transfermarkt.com/emilio-sanchez/profil/spieler/336108
1460,49,Nicolas Benedetti,Attacking Midfield,MID,23,Colombia,1.77,right,2019-01-30,Deportivo Cali,2023-12-31,3.78,https://www.transfermarkt.com/nicolas-benedetti/profil/spieler/382836
1461,49,Sebastian Cordova,Attacking Midfield,MID,23,Mexico,1.74,-,2019-01-01,CF America U20,2022-06-30,2.95,https://www.transfermarkt.com/sebastian-cordova/profil/spieler/431533
1462,49,Andres Ibarguen,Left Winger,ATT,28,Colombia,1.75,right,2018-01-05,Racing Club,2021-12-31,3.3,https://www.transfermarkt.com/andres-ibarguen/profil/spieler/331757
1463,49,Alonso Escoboza,Left Winger,ATT,27,Mexico,1.71,left,2020-01-01,Club Tijuana,2022-12-31,2.12,https://www.transfermarkt.com/alonso-escoboza/profil/spieler/193344
1464,49,Antonio Lopez,Left Winger,ATT,23,Guatemala,1.72,left,2018-07-01,CF America U20,2021-06-30,0.47,https://www.transfermarkt.com/antonio-lopez/profil/spieler/599909
1465,49,Leo Suarez,Right Winger,ATT,24,Argentina,1.67,left,2020-01-13,Villarreal CF,2024-12-31,1.18,https://www.transfermarkt.com/leo-suarez/profil/spieler/294894
1466,49,Giovani dos Santos,Second Striker,ATT,31,Mexico,1.75,left,2019-07-06,Without Club,2021-06-30,2.12,https://www.transfermarkt.com/giovani-dos-santos/profil/spieler/44674
1467,49,Nicolas Castillo,Centre-Forward,ATT,27,Chile,1.79,right,2019-01-31,SL Benfica,2022-06-30,5.66,https://www.transfermarkt.com/nicolas-castillo/profil/spieler/145602
1468,49,Roger Martinez,Centre-Forward,ATT,26,Colombia,1.8,right,2018-07-02,Villarreal CF,2023-06-30,4.13,https://www.transfermarkt.com/roger-martinez/profil/spieler/285771
1469,49,Federico Vinas,Centre-Forward,ATT,22,Uruguay,1.81,left,2020-07-01,Juventud de Las Piedras,2024-06-30,3.54,https://www.transfermarkt.com/federico-vinas/profil/spieler/578419
1470,49,Henry Martin,Centre-Forward,ATT,27,Mexico,1.77,right,2018-01-01,Club Tijuana,2021-06-30,3.3,https://www.transfermarkt.com/henry-martin/profil/spieler/286339
1471,50,Sebastian Jurado,Goalkeeper,GLK,22,Mexico,1.88,right,2020-01-01,Tiburones Rojos de Veracruz,2022-12-31,2.36,https://www.transfermarkt.com/sebastian-jurado/profil/spieler/450406
1472,50,Jesus Corona,Goalkeeper,GLK,39,Mexico,1.84,right,2009-07-01,Tecos de la UAG,2021-06-30,0.94,https://www.transfermarkt.com/jesus-corona/profil/spieler/29574
1473,50,Andres Gudino,Goalkeeper,GLK,23,Mexico,1.83,-,2020-07-01,Venados FC Yucatan,,0.12,https://www.transfermarkt.com/andres-gudino/profil/spieler/421920
1474,50,Igor Lichnovsky,Centre-Back,DEF,26,Chile,1.86,right,2018-07-01,Club Necaxa,2021-06-30,2.36,https://www.transfermarkt.com/igor-lichnovsky/profil/spieler/209513
1475,50,Julio Dominguez,Centre-Back,DEF,32,Mexico,1.77,right,2006-01-01,CD Cruz Azul U20,2023-06-30,1.65,https://www.transfermarkt.com/julio-dominguez/profil/spieler/53180
1476,50,Pablo Aguilar,Centre-Back,DEF,33,Paraguay,1.8,right,2018-07-01,Club Tijuana,2021-06-30,1.65,https://www.transfermarkt.com/pablo-aguilar/profil/spieler/67209
1477,50,Adrian Aldrete,Left-Back,DEF,32,Mexico,1.77,left,2016-07-01,Santos Laguna,2021-06-30,1.65,https://www.transfermarkt.com/adrian-aldrete/profil/spieler/54817
1478,50,Jaiber Jimenez,Left-Back,DEF,25,Mexico,1.73,-,2019-07-01,CD Cruz Azul Hidalgo,2022-06-30,0.24,https://www.transfermarkt.com/jaiber-jimenez/profil/spieler/404228
1479,50,Juan Escobar,Right-Back,DEF,25,Paraguay,1.75,right,2019-07-01,Club Cerro Porteno,2022-06-30,4.72,https://www.transfermarkt.com/juan-escobar/profil/spieler/353034
1480,50,Joaquin Martinez,Right-Back,DEF,33,Mexico,1.77,right,2020-07-09,CF Pachuca,2021-06-30,0.94,https://www.transfermarkt.com/joaquin-martinez/profil/spieler/58586
1481,50,Luis Romo,Defensive Midfield,MID,25,Mexico,1.82,right,2020-01-01,Queretaro FC,2022-12-31,4.72,https://www.transfermarkt.com/luis-romo/profil/spieler/532938
1482,50,Rafael Baca,Defensive Midfield,MID,30,Mexico,1.73,right,2014-01-01,San Jose Earthquakes,2020-12-31,2.36,https://www.transfermarkt.com/rafael-baca/profil/spieler/178781
1483,50,Orbelin Pineda,Central Midfield,MID,24,Mexico,1.69,right,2019-01-01,Deportivo Guadalajara,2021-12-31,5.66,https://www.transfermarkt.com/orbelin-pineda/profil/spieler/334042
1484,50,Ignacio Rivero,Central Midfield,MID,28,Uruguay,1.66,right,2020-07-07,Club Tijuana,2021-06-30,3.54,https://www.transfermarkt.com/ignacio-rivero/profil/spieler/221805
1485,50,Yoshimar Yotun,Central Midfield,MID,30,Peru,1.73,left,2019-01-01,Orlando City SC,2021-06-30,3.3,https://www.transfermarkt.com/yoshimar-yotun/profil/spieler/94880
1486,50,Alexis Gutierrez,Central Midfield,MID,20,Mexico,1.73,left,2019-01-01,Deportivo Guadalajara U20,2022-12-31,0.47,https://www.transfermarkt.com/alexis-gutierrez/profil/spieler/371171
1487,50,Roberto Alvarado,Attacking Midfield,MID,21,Mexico,1.76,left,2018-07-01,Club Necaxa,2022-06-30,8.85,https://www.transfermarkt.com/roberto-alvarado/profil/spieler/353583
1488,50,Pablo Ceppelini,Attacking Midfield,MID,28,Uruguay,1.78,right,2020-01-02,Atletico Nacional,2022-12-31,1.89,https://www.transfermarkt.com/pablo-ceppelini/profil/spieler/159773
1489,50,Jonathan Borja,Attacking Midfield,MID,26,Ecuador,1.78,right,2020-01-31,CD El Nacional,2020-12-31,0.94,https://www.transfermarkt.com/jonathan-borja/profil/spieler/319318
1490,50,Alex Castro,Left Winger,ATT,26,Colombia,1.7,left,2020-01-24,Deportivo Cali,2022-12-31,1.65,https://www.transfermarkt.com/alex-castro/profil/spieler/304870
1491,50,Misael Dominguez,Left Winger,ATT,20,Mexico,1.59,right,2019-01-01,CF Monterrey II,2020-06-30,0.59,https://www.transfermarkt.com/misael-dominguez/profil/spieler/451221
1492,50,Elias Hernandez,Right Winger,ATT,32,Mexico,1.71,right,2018-07-01,Club Leon FC,2021-06-30,2.95,https://www.transfermarkt.com/elias-hernandez/profil/spieler/71433
1493,50,Jonathan Rodriguez,Centre-Forward,ATT,27,Uruguay,1.81,right,2019-01-01,Santos Laguna,2022-12-31,7.08,https://www.transfermarkt.com/jonathan-rodriguez/profil/spieler/280795
1494,50,Milton Caraglio,Centre-Forward,ATT,31,Argentina,1.87,left,2018-07-01,Atlas Guadalajara,2021-06-30,2.83,https://www.transfermarkt.com/milton-caraglio/profil/spieler/55156
1495,50,Santiago Gimenez,Centre-Forward,ATT,19,Mexico,1.82,left,2019-07-01,CD Cruz Azul U20,2023-06-30,1.77,https://www.transfermarkt.com/santiago-gimenez/profil/spieler/552955
1496,51,Antonio Rodriguez,Goalkeeper,GLK,28,Mexico,1.86,right,2012-07-02,Chivas Rayadas,2023-06-30,2.36,https://www.transfermarkt.com/antonio-rodriguez/profil/spieler/131074
1497,51,Raul Gudino,Goalkeeper,GLK,24,Mexico,1.96,right,2018-07-01,FC Porto B,2021-06-30,1.18,https://www.transfermarkt.com/raul-gudino/profil/spieler/295400
1498,51,Miguel Jimenez,Goalkeeper,GLK,30,Mexico,1.82,left,2010-07-01,Chivas Rayadas,,0.38,https://www.transfermarkt.com/miguel-jimenez/profil/spieler/147282
1499,51,Antonio Torres,Goalkeeper,GLK,24,Mexico,1.89,right,2017-07-01,CD Tapatio,2020-06-30,0.24,https://www.transfermarkt.com/antonio-torres/profil/spieler/295433
1500,51,Gilberto Sepulveda,Centre-Back,DEF,21,Mexico,1.8,right,2020-01-01,Deportivo Guadalajara U20,2021-06-30,2.95,https://www.transfermarkt.com/gilberto-sepulveda/profil/spieler/596929
1501,51,Hiram Mier,Centre-Back,DEF,30,Mexico,1.82,right,2019-01-01,Queretaro FC,2021-12-31,2.36,https://www.transfermarkt.com/hiram-mier/profil/spieler/107136
1502,51,Antonio Briseno,Centre-Back,DEF,26,Mexico,1.85,right,2019-07-02,CD Feirense,2023-06-30,1.65,https://www.transfermarkt.com/antonio-briseno/profil/spieler/107444
1503,51,Alexis Pena,Centre-Back,DEF,24,Mexico,1.86,right,2020-01-01,Club Necaxa,2020-12-31,1.65,https://www.transfermarkt.com/alexis-pena/profil/spieler/397680
1504,51,Cristian Calderon,Left-Back,DEF,23,Mexico,1.77,left,2020-01-01,Club Necaxa,2022-12-31,3.78,https://www.transfermarkt.com/cristian-calderon/profil/spieler/408534
1505,51,Miguel Ponce,Left-Back,DEF,31,Mexico,1.75,left,2010-07-01,Chivas Rayadas,2021-12-31,1.42,https://www.transfermarkt.com/miguel-ponce/profil/spieler/147632
1506,51,Jesus Sanchez,Right-Back,DEF,30,Mexico,1.68,right,2010-07-01,Chivas Rayadas,2022-06-30,1.77,https://www.transfermarkt.com/jesus-sanchez/profil/spieler/108825
1507,51,Jose Maduena,Right-Back,DEF,30,Mexico,1.77,right,2020-01-01,CD Cruz Azul,2022-12-31,1.18,https://www.transfermarkt.com/jose-maduena/profil/spieler/162947
1508,51,Jesus Molina,Defensive Midfield,MID,32,Mexico,1.83,right,2019-01-01,CF Monterrey,2020-06-30,1.89,https://www.transfermarkt.com/jesus-molina/profil/spieler/58591
1509,51,Jose Juan Vazquez,Defensive Midfield,MID,32,Mexico,1.66,right,2020-01-01,Santos Laguna,2021-12-31,1.77,https://www.transfermarkt.com/jose-juan-vazquez/profil/spieler/203537
1510,51,Michael Perez,Defensive Midfield,MID,27,Mexico,1.69,right,2013-07-01,Deportivo Guadalajara U20,2021-12-31,0.94,https://www.transfermarkt.com/michael-perez/profil/spieler/249112
1511,51,Fernando Beltran,Central Midfield,MID,22,Mexico,1.68,right,2019-07-01,Deportivo Guadalajara U20,2023-12-31,3.54,https://www.transfermarkt.com/fernando-beltran/profil/spieler/549294
1512,51,Dieter Villalpando,Central Midfield,MID,28,Mexico,1.71,right,2019-01-01,Club Necaxa,2022-12-31,1.42,https://www.transfermarkt.com/dieter-villalpando/profil/spieler/308477
1513,51,Angel Lopez,Central Midfield,MID,24,Mexico,1.79,right,2017-07-01,CD Tapatio,,0.35,https://www.transfermarkt.com/angel-lopez/profil/spieler/540904
1514,51,Javier Lopez,Attacking Midfield,MID,25,Mexico,1.67,left,2013-07-01,Chivas Rayadas,2022-06-30,2.36,https://www.transfermarkt.com/javier-lopez/profil/spieler/274288
1515,51,Jesus Angulo,Left Winger,ATT,23,Mexico,1.72,left,2020-01-01,Club Necaxa,2023-12-31,4.13,https://www.transfermarkt.com/jesus-angulo/profil/spieler/411709
1516,51,Jose Gonzalez,Left Winger,ATT,21,Mexico,1.83,left,2019-07-01,Deportivo Guadalajara U20,,0.35,https://www.transfermarkt.com/jose-gonzalez/profil/spieler/600730
1517,51,Uriel Antuna,Right Winger,ATT,22,Mexico,1.74,right,2020-01-01,Manchester City U23,2022-12-31,4.72,https://www.transfermarkt.com/uriel-antuna/profil/spieler/355998
1518,51,Isaac Brizuela,Right Winger,ATT,29,Mexico,1.71,right,2015-01-01,Deportivo Toluca,2022-12-31,3.78,https://www.transfermarkt.com/isaac-brizuela/profil/spieler/121166
1519,51,Jose Macias,Centre-Forward,ATT,20,Mexico,1.78,right,2020-01-01,Deportivo Guadalajara U20,2022-06-30,11.8,https://www.transfermarkt.com/jose-macias/profil/spieler/546047
1520,51,Alexis Vega,Centre-Forward,ATT,22,Mexico,1.73,right,2019-01-01,Deportivo Toluca,2021-12-31,2.83,https://www.transfermarkt.com/alexis-vega/profil/spieler/424689
1521,51,Angel Zaldivar,Centre-Forward,ATT,26,Mexico,1.78,left,2013-07-01,Deportivo Guadalajara U20,,1.65,https://www.transfermarkt.com/angel-zaldivar/profil/spieler/271321
1522,51,Oribe Peralta,Centre-Forward,ATT,36,Mexico,1.8,right,2019-07-01,CF America,2021-06-30,0.94,https://www.transfermarkt.com/oribe-peralta/profil/spieler/53563
1523,51,Ronaldo Cisneros,Centre-Forward,ATT,23,Mexico,1.81,right,2018-01-01,Santos Laguna,2021-12-31,0.47,https://www.transfermarkt.com/ronaldo-cisneros/profil/spieler/312570
1524,52,Gibran Lajud,Goalkeeper,GLK,26,Mexico,1.83,right,2020-07-01,Club Tijuana,2023-06-30,1.18,https://www.transfermarkt.com/gibran-lajud/profil/spieler/242580
1525,52,Carlos Acevedo,Goalkeeper,GLK,24,Mexico,1.84,right,2017-07-01,Santos Laguna U20,2022-06-30,0.47,https://www.transfermarkt.com/carlos-acevedo/profil/spieler/356042
1526,52,Jonathan Diaz,Defender,DEF,21,Mexico,1.78,-,2020-07-01,Santos Laguna U20,2022-06-30,0.0,https://www.transfermarkt.com/jonathan-diaz/profil/spieler/612173
1527,52,Doria,Centre-Back,DEF,25,Brazil,1.88,left,2018-07-27,Olympique Marseille,2022-06-30,5.9,https://www.transfermarkt.com/doria/profil/spieler/213841
1528,52,Felix Torres,Centre-Back,DEF,23,Ecuador,1.87,right,2019-07-15,Barcelona SC Guayaquil,2023-06-30,2.36,https://www.transfermarkt.com/felix-torres/profil/spieler/468174
1529,52,Hugo Rodriguez,Centre-Back,DEF,30,Mexico,1.83,right,2019-01-01,Puebla FC,2021-12-31,1.42,https://www.transfermarkt.com/hugo-rodriguez/profil/spieler/147157
1530,52,Oscar Bernal,Centre-Back,DEF,24,Mexico,1.74,right,2018-01-01,Santos Laguna II,,0.35,https://www.transfermarkt.com/oscar-bernal/profil/spieler/304171
1531,52,Ismael Govea,Right-Back,DEF,23,Mexico,1.78,right,2020-07-10,Atlas Guadalajara,2021-06-30,2.36,https://www.transfermarkt.com/ismael-govea/profil/spieler/570558
1532,52,Carlos Orrantia,Right-Back,DEF,29,Mexico,1.76,right,2015-01-01,UNAM Pumas,2021-12-31,1.77,https://www.transfermarkt.com/carlos-orrantia/profil/spieler/124788
1533,52,Josecarlos van Rankin,Right-Back,DEF,27,Mexico,1.78,right,2020-01-01,Deportivo Guadalajara,2020-12-31,1.65,https://www.transfermarkt.com/josecarlos-van-rankin/profil/spieler/221412
1534,52,Jesus Ocejo,Midfielder,GLK,22,Mexico,1.8,-,,N.A.,2022-06-30,0.0,https://www.transfermarkt.com/jesus-ocejo/profil/spieler/401355
1535,52,Ulises Rivas,Defensive Midfield,MID,24,Mexico,1.76,right,2017-01-01,Santos Laguna II,2022-06-30,4.13,https://www.transfermarkt.com/ulises-rivas/profil/spieler/295424
1536,52,David Andrade,Defensive Midfield,MID,27,Mexico,1.68,left,2016-07-01,Chiapas FC,2021-06-30,0.47,https://www.transfermarkt.com/david-andrade/profil/spieler/236699
1537,52,Fernando Gorriaran,Central Midfield,MID,25,Uruguay,1.68,right,2019-07-01,Ferencvarosi TC,2023-06-30,5.9,https://www.transfermarkt.com/fernando-gorriaran/profil/spieler/310744
1538,52,Alan Cervantes,Central Midfield,MID,22,Mexico,1.81,right,2020-01-01,Deportivo Guadalajara,2022-12-31,0.83,https://www.transfermarkt.com/alan-cervantes/profil/spieler/400173
1539,52,Diego Valdes,Attacking Midfield,MID,26,Chile,1.79,right,2019-01-01,Club Atletico Morelia,2022-12-31,4.72,https://www.transfermarkt.com/diego-valdes/profil/spieler/249776
1540,52,Adrian Lozano,Attacking Midfield,MID,21,Mexico,1.75,left,2020-01-01,Santos Laguna U20,2023-06-30,2.12,https://www.transfermarkt.com/adrian-lozano/profil/spieler/370862
1541,52,Ronaldo Prieto,Attacking Midfield,MID,23,Mexico,1.72,left,2020-07-10,Tampico Madero,2021-06-30,0.47,https://www.transfermarkt.com/ronaldo-prieto/profil/spieler/599292
1542,52,Brian Lozano,Left Winger,ATT,26,Uruguay,1.67,right,2018-07-01,CF America,2022-06-30,8.85,https://www.transfermarkt.com/brian-lozano/profil/spieler/338889
1543,52,Ayrton Preciado,Left Winger,ATT,26,Ecuador,1.81,right,2018-07-22,CS Emelec,2022-06-30,1.77,https://www.transfermarkt.com/ayrton-preciado/profil/spieler/212310
